"FilePath","FileName","Module","TotalFunctions","StubCount","Stubs","DivergenceOnStubs","HasDivergenceIssue"
"C:\Users\danpo\Desktop\rvs\src\Engine\Src\UnTerrain.cpp","UnTerrain.cpp","Engine","85","31","ATerrainInfo::CalcLayerTexCoords; ATerrainInfo::CombineLayerWeights; ATerrainInfo::ConvertHeightmapFormat; ATerrainInfo::MoveVertices; ATerrainInfo::PostLoad; ATerrainInfo::PrecomputeLayerWeights; ATerrainInfo::Render; ATerrainInfo::RenderDecorations; ATerrainInfo::ResetMove; ATerrainInfo::SelectVertex; ATerrainInfo::SelectVerticesInBox; ATerrainInfo::SetLayerAlpha; ATerrainInfo::SetTextureColor; ATerrainInfo::SetupSectors; ATerrainInfo::SoftDeselect; ATerrainInfo::SoftSelect; ATerrainInfo::UpdateDecorations; ATerrainInfo::UpdateFromSelectedVertices; ATerrainInfo::UpdateTriangles; ATerrainInfo::UpdateVertices; FTerrainTools::AdjustAlignedActors; FTerrainTools::FindActorsToAlign; FTerrainTools::Init; UTerrainPrimitive::Illuminate; UTerrainPrimitive::UTerrainPrimitive; UTerrainSector::AttachProjector; UTerrainSector::GenerateTriangles; UTerrainSector::IsTriangleAll; UTerrainSector::PostLoad; UTerrainSector::StaticLight; UTerrainSector::UTerrainSector","ATerrainInfo::RenderDecorations; ATerrainInfo::ResetMove; ATerrainInfo::SelectVertex; ATerrainInfo::SetTextureColor; ATerrainInfo::UpdateFromSelectedVertices","YES"
"C:\Users\danpo\Desktop\rvs\src\Engine\Src\UnTerrainTools.cpp","UnTerrainTools.cpp","Engine","25","20","UTerrainBrush::EndPainting; UTerrainBrush::Execute; UTerrainBrush::MouseButtonDown; UTerrainBrush::MouseButtonUp; UTerrainBrush::MouseMove; UTerrainBrushColor::Execute; UTerrainBrushEdgeTurn::Execute; UTerrainBrushFlatten::Execute; UTerrainBrushNoise::Execute; UTerrainBrushPaint::Execute; UTerrainBrushPlanningPaint::Execute; UTerrainBrushPlanningPaint::MouseButtonDown; UTerrainBrushSelect::Execute; UTerrainBrushSelect::MouseButtonDown; UTerrainBrushSelect::MouseMove; UTerrainBrushSmooth::Execute; UTerrainBrushTexPan::MouseMove; UTerrainBrushTexRotate::MouseMove; UTerrainBrushTexScale::MouseMove; UTerrainBrushVisibility::Execute","","NO"
"C:\Users\danpo\Desktop\rvs\src\Engine\Src\UnTex.cpp","UnTex.cpp","Engine","49","6","FUN_10386790; FUN_103c89f0; UMaterial::ClearFallbacks; UTexture::ArithOp; UTexture::Compress; UTexture::Decompress","FUN_10386790; FUN_103c89f0; UMaterial::ClearFallbacks; UTexture::ArithOp","YES"
"C:\Users\danpo\Desktop\rvs\src\Fire\Src\Fire.cpp","Fire.cpp","Fire","76","4","UFractalTexture::PostEditChange; UFractalTexture::TouchTexture; UIceTexture::Click; UWaveTexture::SetWaveLight","","NO"
"C:\Users\danpo\Desktop\rvs\src\IpDrv\Src\IpDrv.cpp","IpDrv.cpp","IpDrv","75","1","UTcpNetDriver::StaticConstructor","UTcpNetDriver::StaticConstructor","YES"
"C:\Users\danpo\Desktop\rvs\src\Launch\Src\Launch.cpp","Launch.cpp","Launch","36","10","Preferences; R6Reserved10; R6Reserved11; R6Reserved2; R6Reserved3; R6Reserved4; R6Reserved5; R6Reserved7; R6Reserved8; R6Reserved9","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractCorpse.cpp","R6AbstractCorpse.cpp","R6Abstract","6","3","AR6AbstractCorpse::AddImpulseToBone; AR6AbstractCorpse::FirstInit; AR6AbstractCorpse::RenderBones","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractEviLPatchService.cpp","R6AbstractEviLPatchService.cpp","R6Abstract","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractExtractionZone.cpp","R6AbstractExtractionZone.cpp","R6Abstract","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractGadget.cpp","R6AbstractGadget.cpp","R6Abstract","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractGameService.cpp","R6AbstractGameService.cpp","R6Abstract","38","36","UR6AbstractGameService::CDKeyDisconnecUser; UR6AbstractGameService::Created; UR6AbstractGameService::DisconnectAllCDKeyPlayers; UR6AbstractGameService::GameServiceManager; UR6AbstractGameService::GetGroupID; UR6AbstractGameService::GetGSGameState; UR6AbstractGameService::GetLobbyID; UR6AbstractGameService::GetLoggedInUbiDotCom; UR6AbstractGameService::GetLoginRegServer; UR6AbstractGameService::GetRegServerInitialized; UR6AbstractGameService::GetServerRegistered; UR6AbstractGameService::GSClientPostMessage; UR6AbstractGameService::InitGSCDKey; UR6AbstractGameService::InitGSClient; UR6AbstractGameService::IsMSClientIsInRequest; UR6AbstractGameService::IsServerJoined; UR6AbstractGameService::MasterServerManager; UR6AbstractGameService::MSCLientLeaveServer; UR6AbstractGameService::ProcessIsLobbyDisconnect; UR6AbstractGameService::ProcessIsRouterDisconnect; UR6AbstractGameService::ProcessJoinServer; UR6AbstractGameService::ProcessLoginMasterSrv; UR6AbstractGameService::ProcessUbiComJoinServer; UR6AbstractGameService::RequestGSCDKeyAuthID; UR6AbstractGameService::RequestModCDKeyProcess; UR6AbstractGameService::ResetAuthId; UR6AbstractGameService::ServerRoundFinish; UR6AbstractGameService::ServerRoundStart; UR6AbstractGameService::SetGameServiceRequestState; UR6AbstractGameService::SetGSClientComInterface; UR6AbstractGameService::SetGSGameState; UR6AbstractGameService::SetLoginRegServer; UR6AbstractGameService::SetOwnSvrPort; UR6AbstractGameService::SetRegServerLoginRequest; UR6AbstractGameService::SubmitMatchResult; UR6AbstractGameService::UnInitializeGSClientSPW","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractInsertionZone.cpp","R6AbstractInsertionZone.cpp","R6Abstract","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractNoiseMgr.cpp","R6AbstractNoiseMgr.cpp","R6Abstract","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractPawn.cpp","R6AbstractPawn.cpp","R6Abstract","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Abstract\Src\R6AbstractWeapon.cpp","R6AbstractWeapon.cpp","R6Abstract","3","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6AIController.cpp","R6AIController.cpp","R6Engine","30","1","AR6AIController::execPollFollowPath","AR6AIController::execPollFollowPath","YES"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6Charts.cpp","R6Charts.cpp","R6Engine","3","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6ClimbableObject.cpp","R6ClimbableObject.cpp","R6Engine","4","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6ClimbablePoint.cpp","R6ClimbablePoint.cpp","R6Engine","4","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6CoverSpot.cpp","R6CoverSpot.cpp","R6Engine","1","1","AR6CoverSpot::RenderEditorInfo","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6DeploymentZone.cpp","R6DeploymentZone.cpp","R6Engine","29","5","AR6DeploymentZone::InitHostageAI; AR6DeploymentZone::InitTerroristAI; AR6DeploymentZone::RenderEditorInfo; AR6DeploymentZone::SpawnAHostage; AR6DeploymentZone::SpawnATerrorist","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6Door.cpp","R6Door.cpp","R6Engine","6","1","AR6Door::RenderEditorInfo","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6DZonePath.cpp","R6DZonePath.cpp","R6Engine","11","1","AR6DZonePath::IsPointInZone","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6DZonePathNode.cpp","R6DZonePathNode.cpp","R6Engine","3","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6DZonePoint.cpp","R6DZonePoint.cpp","R6Engine","6","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6DZoneRandomPointNode.cpp","R6DZoneRandomPointNode.cpp","R6Engine","3","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6DZoneRandomPoints.cpp","R6DZoneRandomPoints.cpp","R6Engine","13","1","AR6DZoneRandomPoints::IsPointInZone","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6GameReplicationInfo.cpp","R6GameReplicationInfo.cpp","R6Engine","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6HeartBeat.cpp","R6HeartBeat.cpp","R6Engine","4","1","AR6FalseHeartBeat::IsRelevantToPawnHeartBeat","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6Hostage.cpp","R6Hostage.cpp","R6Engine","7","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6InteractiveObject.cpp","R6InteractiveObject.cpp","R6Engine","8","1","AR6InteractiveObject::PostScriptDestroyed","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6IORotatingDoor.cpp","R6IORotatingDoor.cpp","R6Engine","13","1","AR6IORotatingDoor::AddMyMarker","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6LadderVolume.cpp","R6LadderVolume.cpp","R6Engine","3","1","AR6LadderVolume::AddMyMarker","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6Matinee.cpp","R6Matinee.cpp","R6Engine","15","2","FUN_10024530; FUN_10042934","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6MatineeAttach.cpp","R6MatineeAttach.cpp","R6Engine","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6MP2IOKarma.cpp","R6MP2IOKarma.cpp","R6Engine","10","2","AMP2IOKarma::CheckForErrors; if","if","YES"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6Pawn.cpp","R6Pawn.cpp","R6Engine","141","4","AR6Pawn::HurtByVolume; AR6Pawn::IsRelevantToPawnHeartBeat; AR6Pawn::IsRelevantToPawnHeatVision; if","if","YES"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6PlayAnim.cpp","R6PlayAnim.cpp","R6Engine","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6PlayerController.cpp","R6PlayerController.cpp","R6Engine","31","3","AR6PlayerController::UpdateCircumstantialAction; AR6PlayerController::UpdateReticule; AR6PlayerController::UpdateSpectatorReticule","AR6PlayerController::UpdateCircumstantialAction; AR6PlayerController::UpdateReticule; AR6PlayerController::UpdateSpectatorReticule","YES"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6RagDoll.cpp","R6RagDoll.cpp","R6Engine","14","1","AR6RagDoll::RenderBones","AR6RagDoll::RenderBones","YES"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6Rainbow.cpp","R6Rainbow.cpp","R6Engine","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6RainbowAI.cpp","R6RainbowAI.cpp","R6Engine","32","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6RainbowTeam.cpp","R6RainbowTeam.cpp","R6Engine","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6SoundReplicationInfo.cpp","R6SoundReplicationInfo.cpp","R6Engine","9","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6StairOrientation.cpp","R6StairOrientation.cpp","R6Engine","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6StairVolume.cpp","R6StairVolume.cpp","R6Engine","5","1","AR6StairVolume::AddMyMarker","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6SubActionLookAt.cpp","R6SubActionLookAt.cpp","R6Engine","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6TeamMemberReplicationInfo.cpp","R6TeamMemberReplicationInfo.cpp","R6Engine","3","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6Terrorist.cpp","R6Terrorist.cpp","R6Engine","7","1","AR6Terrorist::UpdateAiming","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6TerroristAI.cpp","R6TerroristAI.cpp","R6Engine","15","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Engine\Src\R6TerroristMgr.cpp","R6TerroristMgr.cpp","R6Engine","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6ActionPoint.cpp","R6ActionPoint.cpp","R6Game","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6FileManagerCampaign.cpp","R6FileManagerCampaign.cpp","R6Game","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6FileManagerPlanning.cpp","R6FileManagerPlanning.cpp","R6Game","3","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6GameInfo.cpp","R6GameInfo.cpp","R6Game","18","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6GameManager.cpp","R6GameManager.cpp","R6Game","18","8","UR6GameManager::GameServiceTick; UR6GameManager::GSClientManager; UR6GameManager::InitializeGameService; UR6GameManager::InitializeGSClient; UR6GameManager::LaunchListenSrv; UR6GameManager::MinimizeAndPauseMusic; UR6GameManager::MSClientManager; UR6GameManager::StartJoinServer","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6HUD.cpp","R6HUD.cpp","R6Game","11","7","AR6HUD::DisplayOtherTeamInfo; AR6HUD::DrawCharacterInfo; AR6HUD::DrawInGameMap; AR6HUD::DrawRadar; AR6HUD::DrawSingleCharacterInfo; AR6HUD::Spawned; AR6HUD::UpdateHUDColors","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6InstructionSoundVolume.cpp","R6InstructionSoundVolume.cpp","R6Game","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6MissionRoster.cpp","R6MissionRoster.cpp","R6Game","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6Operative.cpp","R6Operative.cpp","R6Game","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6Planning.cpp","R6Planning.cpp","R6Game","9","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Game\Src\R6PlanningCtrl.cpp","R6PlanningCtrl.cpp","R6Game","3","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6GameService\Src\R6EviLPatchService.cpp","R6EviLPatchService.cpp","R6GameService","17","9","FUN_10004b40; FUN_10035870; FUN_100358e0; FUN_10035930; FUN_10035960; FUN_10035ad0; FUN_10035af0; UeviLPatchService::FinalDestroy; UeviLPatchService::StartPatch","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6GameService\Src\R6GSServers.cpp","R6GSServers.cpp","R6GameService","125","70","UR6GSServers::AddPlayerToIDList; UR6GSServers::CancelGSCDKeyActID; UR6GSServers::CancelGSCDKeyAuthID; UR6GSServers::CDKeyDisconnecUser; UR6GSServers::CopyActivationIDInByteArray; UR6GSServers::CreatedCDKey; UR6GSServers::Destroy; UR6GSServers::DisconnectAllCDKeyPlayers; UR6GSServers::EnterCDKey; UR6GSServers::GameServiceManager; UR6GSServers::GSClientPostMessage; UR6GSServers::GSClientUpdateServerInfo; UR6GSServers::Init; UR6GSServers::InitCDKey; UR6GSServers::InitMSClient; UR6GSServers::InitProcessUpdateUbiServer; UR6GSServers::LogGSVersion; UR6GSServers::LogOutServer; UR6GSServers::MasterServerManager; UR6GSServers::MSCLientJoinServer; UR6GSServers::MSClientServerConnected; UR6GSServers::NativeCDKeyPlayerStatusReply; UR6GSServers::PingRequest; UR6GSServers::PollCallbacks; UR6GSServers::PollClientCDKeyCallbacks; UR6GSServers::PollGSClientCallbacks; UR6GSServers::PollMSClientCallbacks; UR6GSServers::PollPingManager; UR6GSServers::PollRegServerCallbacks; UR6GSServers::ProcessAuthIdRequest; UR6GSServers::ProcessInternetSrv; UR6GSServers::ProcessIsLobbyDisconnect; UR6GSServers::ProcessIsRouterDisconnect; UR6GSServers::ProcessJoinServer; UR6GSServers::ProcessJoinServerRequest; UR6GSServers::ProcessLoginMasterSrv; UR6GSServers::ProcessMSClientInitRequest; UR6GSServers::ProcessPC_CDKeyRequest; UR6GSServers::ProcessRegServerGetLobbiesRequest; UR6GSServers::ProcessRegServerLoginRequest; UR6GSServers::ProcessRegServerLoginRouterRequest; UR6GSServers::ProcessRegServerRegOnLobbyRequest; UR6GSServers::ProcessRegServerUpdateRequest; UR6GSServers::ProcessSubmitMatchResultReply; UR6GSServers::ProcessUbiComJoinServer; UR6GSServers::ReceiveValidation; UR6GSServers::RefreshOneServer; UR6GSServers::RefreshServers; UR6GSServers::registerCDKeySDKCallbacks; UR6GSServers::RegisterServer; UR6GSServers::RegServerGetLobbies; UR6GSServers::RegServerRouterLogin; UR6GSServers::RequestActivation; UR6GSServers::RequestAuthorization; UR6GSServers::RequestGSCDKeyActID; UR6GSServers::RequestGSCDKeyAuthID; UR6GSServers::RequestModCDKeyProcess; UR6GSServers::ResetAuthId; UR6GSServers::RouterDisconnect; UR6GSServers::ServerLogin; UR6GSServers::ServerRoundFinish; UR6GSServers::ServerRoundStart; UR6GSServers::SetGameServiceRequestState; UR6GSServers::SetGSGameState; UR6GSServers::SetLoginRegServer; UR6GSServers::SetRegServerLoginRequest; UR6GSServers::SubmitMatchResult; UR6GSServers::UnInitCDKey; UR6GSServers::UnInitRegServer; UR6GSServers::UpdateServer","UR6GSServers::InitCDKey; UR6GSServers::MSCLientJoinServer","YES"
"C:\Users\danpo\Desktop\rvs\src\R6GameService\Src\R6ModGSInfo.cpp","R6ModGSInfo.cpp","R6GameService","2","1","UR6ModGSInfo::InitMODCDKey","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6GameService\Src\R6ServerList.cpp","R6ServerList.cpp","R6GameService","16","4","UR6ServerList::FillSvrContainer; UR6ServerList::InitFavorites; UR6ServerList::ResetSvrContainer; UR6ServerList::SetOwnSvrPort","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Weapons\Src\R6Bullet.cpp","R6Bullet.cpp","R6Weapons","6","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Weapons\Src\R6DemolitionsGadget.cpp","R6DemolitionsGadget.cpp","R6Weapons","4","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Weapons\Src\R6Grenade.cpp","R6Grenade.cpp","R6Weapons","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Weapons\Src\R6HBSGadget.cpp","R6HBSGadget.cpp","R6Weapons","2","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Weapons\Src\R6Reticule.cpp","R6Reticule.cpp","R6Weapons","1","0","","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Weapons\Src\R6SmokeCloud.cpp","R6SmokeCloud.cpp","R6Weapons","2","1","AR6SmokeCloud::IsBlockedBy","","NO"
"C:\Users\danpo\Desktop\rvs\src\R6Weapons\Src\R6Weapons.cpp","R6Weapons.cpp","R6Weapons","15","2","AR6Weapons::GetHeartBeatStatus; AR6Weapons::WeaponIsNotFiring","","NO"
